LOB,Client,SurveyDate,ReqOrRec,DateIssued,RequiredByDate,RiskImprovementTitle,Status,StatusDate,RiskEngineer,Underwriter,DaysToComplete,IsOpen,DaysOverdue,HasDeadline,LeadTimeDays,RiskCategory,EngineerLoad,ClientOpenImprovements
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Requirement,2024-04-29,2024-05-31,Construction,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,32.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Requirement,2024-04-29,2024-05-31,Construction,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,32.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Requirement,2024-04-29,2024-05-31,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,32.0,Security,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Requirement,2024-04-29,2024-05-31,Flammable_Liquids,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,32.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Requirement,2024-04-29,2024-05-31,Housekeeping,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,32.0,Housekeeping,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Requirement,2024-04-29,2024-05-31,Utilities,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,32.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Requirement,2024-04-29,2024-05-31,Fire_Safety_Management,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,32.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Construction,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Electrical_Maintenance,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Electrical_Maintenance,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Security,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Security,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Construction,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Fire_Safety_Management,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Fire_Safety_Management,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Emergency_Response,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-02-22,Recommendation,2024-04-29,,Compartmentation,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Construction,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Emergency_Response,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Security,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Security,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Compartmentation,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Fire_Safety_Management,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Automatic_Fire_Detection,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Smoking,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Combustibles,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Fire_Safety_Management,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Housekeeping,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Housekeeping,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Security,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Security,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Housekeeping,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Housekeeping,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Maintenance,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Maintenance,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Fire_Safety_Management,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Automatic_Fire_Detection,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Housekeeping,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Housekeeping,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Fire_Safety_Management,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Compartmentation,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Security,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Housekeeping,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Housekeeping,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Fire_Safety_Management,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,General_Maintenance,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Other,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Housekeeping,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Housekeeping,208,214
Property,ADA4D1DAAD8938568C8AD7E5E25FBCB3,2024-03-13,Requirement,2024-04-30,2024-05-31,Security,In Process,,8D8FCC1ABD550C5F25DBFAA57D59CB67,94A990462684A2FBB5DFC7FAB1C8975D,,True,445.0,True,31.0,Security,208,214
Property,2F03A2AC749004FFF0C686152C9D5291,2024-03-08,Requirement,2024-03-15,2024-05-15,Storage_Hazards,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,461.0,True,61.0,Other,217,5
Property,2F03A2AC749004FFF0C686152C9D5291,2024-03-08,Requirement,2024-03-15,2024-07-15,Business_Continuity,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,400.0,True,122.0,Other,217,5
Property,2F03A2AC749004FFF0C686152C9D5291,2024-03-08,Recommendation,2024-03-15,,Sprinkler_Protection,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,5
Property,2F03A2AC749004FFF0C686152C9D5291,2024-03-08,Recommendation,2024-03-15,,Storage_Hazards,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,5
Property,2F03A2AC749004FFF0C686152C9D5291,2024-03-08,Recommendation,2024-03-15,,Contractor_Controls,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,5
Liability,908A911A42452E1D533710E36C651BD6,2022-05-31,Recommendation,2022-06-06,,Safe_Systems_of_Work,Agreed Long Term,,90581D96B500FD2D3FD701A583409CB8,AA53CA0B650DFD85C4F59FA156F7A2CC,,True,0.0,False,,Other,34,2
Liability,908A911A42452E1D533710E36C651BD6,2022-05-31,Recommendation,2022-06-06,,Safe_Systems_of_Work,Agreed Long Term,,90581D96B500FD2D3FD701A583409CB8,AA53CA0B650DFD85C4F59FA156F7A2CC,,True,0.0,False,,Other,34,2
Property,87D4D16BCDA199EB81A7BF0E05E99716,2024-03-07,Requirement,2024-03-20,2024-06-01,Process_Hazards,No Response,,07D935680B6501B2E42FE4BAEA021389,F4A5F77DBC261A64BD853D05F8410365,,True,444.0,True,73.0,Other,11,7
Property,87D4D16BCDA199EB81A7BF0E05E99716,2024-03-07,Requirement,2024-03-20,2024-06-01,Compartmentation,No Response,,07D935680B6501B2E42FE4BAEA021389,F4A5F77DBC261A64BD853D05F8410365,,True,444.0,True,73.0,Other,11,7
Property,87D4D16BCDA199EB81A7BF0E05E99716,2024-03-07,Requirement,2024-03-20,2024-06-01,External_Storage,No Response,,07D935680B6501B2E42FE4BAEA021389,F4A5F77DBC261A64BD853D05F8410365,,True,444.0,True,73.0,Other,11,7
Property,87D4D16BCDA199EB81A7BF0E05E99716,2024-03-07,Requirement,2024-03-20,2024-06-01,Fire_Safety_Management,No Response,,07D935680B6501B2E42FE4BAEA021389,F4A5F77DBC261A64BD853D05F8410365,,True,444.0,True,73.0,Other,11,7
Property,87D4D16BCDA199EB81A7BF0E05E99716,2024-03-07,Requirement,2024-03-20,2024-06-01,Storage_Hazards,No Response,,07D935680B6501B2E42FE4BAEA021389,F4A5F77DBC261A64BD853D05F8410365,,True,444.0,True,73.0,Other,11,7
Property,87D4D16BCDA199EB81A7BF0E05E99716,2024-03-07,Recommendation,2024-03-20,,Compartmentation,No Response,,07D935680B6501B2E42FE4BAEA021389,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,11,7
Property,87D4D16BCDA199EB81A7BF0E05E99716,2024-03-07,Recommendation,2024-03-20,,Heating_and_Cooling,No Response,,07D935680B6501B2E42FE4BAEA021389,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,11,7
Property,5BAFF96882CE21104D12AA6716024370,2023-05-11,Requirement,2023-05-21,2023-07-01,Process_Hazards,Under Review,,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,,True,780.0,True,41.0,Other,310,4
Property,5BAFF96882CE21104D12AA6716024370,2023-05-11,Requirement,2023-05-21,2023-07-01,Permits_to_Work,Under Review,,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,,True,780.0,True,41.0,Other,310,4
Property,5BAFF96882CE21104D12AA6716024370,2023-05-11,Recommendation,2023-05-21,,Special_Fixed_Fire_Protection,Under Review,,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,,True,0.0,False,,Other,310,4
Property,5BAFF96882CE21104D12AA6716024370,2023-05-11,Recommendation,2023-05-21,,Electrical_Maintenance,No Response,,5CE8266757B27623F18AB526111231B6,25EC916D56B8212E569DBF2E4E4B51D4,,True,0.0,False,,Other,310,4
Property,23B08F263A6C5AFA2A4E15FE32FC16F5,2022-05-27,Recommendation,2022-06-21,,Business_Continuity,No Response,,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,254,7
Property,23B08F263A6C5AFA2A4E15FE32FC16F5,2022-05-27,Recommendation,2022-06-21,,Process_Hazards,No Response,,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,254,7
Property,23B08F263A6C5AFA2A4E15FE32FC16F5,2022-05-27,Recommendation,2022-06-21,,External_Storage,No Response,,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,254,7
Property,23B08F263A6C5AFA2A4E15FE32FC16F5,2022-05-27,Recommendation,2022-06-21,,External_Storage,No Response,,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,254,7
Property,23B08F263A6C5AFA2A4E15FE32FC16F5,2022-05-27,Recommendation,2022-06-21,,Process_Hazards,No Response,,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,254,7
Property,23B08F263A6C5AFA2A4E15FE32FC16F5,2022-05-27,Recommendation,2022-06-21,,Permits_to_Work,No Response,,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,254,7
Property,23B08F263A6C5AFA2A4E15FE32FC16F5,2022-05-27,Recommendation,2022-06-21,,Electrical_Maintenance,No Response,,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,254,7
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Motor,7772C69DB0BF7903DA363591B8DF03ED,2024-02-15,Recommendation,2024-06-10,,Fleet_Risk_Management,In Process,,24D22E03AFB23EDB45C6C8CFA16A280E,D7FB95A565D5B96F24FD2A30A7231729,,True,0.0,False,,Other,23,13
Property,3960F2C539BA4B9B1627CC5B309A07FE,2021-09-23,Recommendation,2021-09-28,2021-10-28,Management_of_Change,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,E99C19DEC2B574BC5D4990504F6CF550,,True,1391.0,True,30.0,Other,414,4
Property,3960F2C539BA4B9B1627CC5B309A07FE,2021-09-23,Recommendation,2021-09-28,2021-10-28,Fire_Safety_Management,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,E99C19DEC2B574BC5D4990504F6CF550,,True,1391.0,True,30.0,Other,414,4
Property,3960F2C539BA4B9B1627CC5B309A07FE,2021-09-23,Recommendation,2021-09-28,2021-10-28,General_Maintenance,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,E99C19DEC2B574BC5D4990504F6CF550,,True,1391.0,True,30.0,Other,414,4
Property,3960F2C539BA4B9B1627CC5B309A07FE,2021-09-23,Recommendation,2021-09-28,2021-10-28,Compartmentation,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,E99C19DEC2B574BC5D4990504F6CF550,,True,1391.0,True,30.0,Other,414,4
Property,CBD79782487520FDEAA28410694C953D,2023-12-12,Requirement,2024-01-04,2024-03-03,Compartmentation,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,534.0,True,59.0,Other,217,6
Property,CBD79782487520FDEAA28410694C953D,2023-12-12,Recommendation,2024-01-04,,Business_Continuity,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,6
Property,CBD79782487520FDEAA28410694C953D,2023-12-12,Recommendation,2024-01-04,,General_Maintenance,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,6
Property,CBD79782487520FDEAA28410694C953D,2023-12-12,Recommendation,2024-01-04,,Construction,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,6
Property,CBD79782487520FDEAA28410694C953D,2023-12-12,Recommendation,2024-01-04,,Management_of_Change,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,6
Property,CBD79782487520FDEAA28410694C953D,2023-12-12,Recommendation,2024-01-04,,Fire_Service_and_Water_Supplies,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,6
Property,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Requirement,2024-06-16,2024-08-16,Process_Hazards,Completed Not Verified,2024-07-31,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,45.0,True,368.0,True,61.0,Other,217,10
Property,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Requirement,2024-06-16,2024-08-16,Electrical_Maintenance,Completed Not Verified,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,368.0,True,61.0,Other,217,10
Property,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Requirement,2024-06-16,2024-08-16,Compartmentation,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,368.0,True,61.0,Other,217,10
Liability,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Requirement,2024-06-16,2024-08-16,Manual_Handling,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,368.0,True,61.0,Other,217,10
Liability,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Requirement,2024-06-16,2024-08-16,Work_at_Height,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,368.0,True,61.0,Other,217,10
Property,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Recommendation,2024-05-31,,Business_Continuity,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,0.0,False,,Other,217,10
Property,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Recommendation,2024-05-31,,Construction,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,0.0,False,,Other,217,10
Property,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Recommendation,2024-05-31,,Security,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,0.0,False,,Security,217,10
Property,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Recommendation,2024-05-31,,Fire_Safety_Management,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,0.0,False,,Other,217,10
Property,B4B0AC4AFFD3AB363BE477D328C0C464,2024-05-01,Recommendation,2024-05-31,,Fire_Safety_Management,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,C556331DE98FF0977430DADE00C6C714,,True,0.0,False,,Other,217,10
Property,2539FFE631E5E93E3957DCC961933EA2,2022-08-10,Recommendation,2022-08-23,,Emergency_Response,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,307FED5E5D71228A4A59DDB546FD431C,,True,0.0,False,,Other,414,2
Property,2539FFE631E5E93E3957DCC961933EA2,2022-08-10,Recommendation,2022-08-23,,General_Maintenance,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,307FED5E5D71228A4A59DDB546FD431C,,True,0.0,False,,Other,414,2
Liability,4C8557D3AFEF191BBA72F78D4B6C1EC6,2023-10-26,Recommendation,2023-10-31,,Workplace_Transport,In Process,,90581D96B500FD2D3FD701A583409CB8,B86FC6B051F63D73DE262D4C34E3A0A9,,True,0.0,False,,Other,34,2
Liability,4C8557D3AFEF191BBA72F78D4B6C1EC6,2023-10-26,Recommendation,2023-10-31,,Contractor Controls,In Process,,90581D96B500FD2D3FD701A583409CB8,B86FC6B051F63D73DE262D4C34E3A0A9,,True,0.0,False,,Other,34,2
